time,price,quantity,source,buyer,seller,initiator
20170504T110857,2.46,6090,Auto trade,SB1M,GSI,B
20170504T110857,2.46,5688,Auto trade,SB1M,DNM,B
20170504T110857,2.46,7821,Auto trade,SB1M,UBS,B
20170504T110857,2.46,6700,Auto trade,SB1M,NON,B
20170504T110857,2.46,10000,Auto trade,SB1M,NON,B
20170504T110857,2.46,9400,Auto trade,SB1M,MSI,B
20170504T110857,2.46,2100,Auto trade,SB1M,SKBN,B
20170504T110857,2.46,531,Auto trade,SB1M,GSI,B
20170504T110857,2.47,103735,Auto trade,SB1M,NON,B
20170504T110857,2.47,155555,Auto trade,SB1M,DNM,B
20170504T110857,2.47,1916,Auto trade,SB1M,DNM,B
20170504T110857,2.47,41167,Auto trade,SB1M,DNM,B
20170504T110857,2.47,34115,Auto trade,SB1M,DNM,B
20170504T110917,2.46,3950,Auto trade,MLI,INT,S
20170504T112518,2.46,8029,Auto trade,GSI,GSI,B
20170504T112518,2.46,3950,Auto trade,GSI,MLI,B
20170504T112518,2.46,500,Auto trade,GSI,NON,B
20170504T112518,2.46,3950,Auto trade,MLI,GSI,S
20170504T112519,2.46,3950,Auto trade,DNM,MLI,B
20170504T112520,2.46,3950,Auto trade,MLI,MSI,S
20170504T112520,2.46,2450,Auto trade,DNM,MSI,S
20170504T112520,2.46,2121,Auto trade,DNM,MSI,S
20170504T113550,2.46,3950,Auto trade,NTF,MLI,B
20170504T113550,2.46,6340,Auto trade,NTF,GSI,B
20170504T113551,2.46,10710,Auto trade,NTF,VFG,S
20170504T113551,2.46,3950,Auto trade,MLI,VFG,S
20170504T114234,2.46,2193,Auto trade,MSI,MLI,B
20170504T114924,2.45,4500,Auto trade,NON,NON,S
20170504T115454,2.46,1757,Auto trade,NON,MLI,B
20170504T115454,2.47,20000,Auto trade,NON,NON,B
20170504T115454,2.47,2993,Auto trade,NON,DNM,B
20170504T115454,2.47,52694,Auto trade,NON,MSI,B
20170504T115454,2.47,155555,Auto trade,NON,DNM,B
20170504T115454,2.47,3950,Auto trade,NON,MLI,B
20170504T115454,2.47,8833,Auto trade,NON,DNM,B
20170504T115454,2.47,10000,Auto trade,NON,MSI,B
20170504T115454,2.47,23827,Auto trade,NON,MLI,B
20170504T115454,2.47,220391,Auto trade,NON,DNM,
20170504T115556,2.46,3950,Auto trade,MLI,INT,S
20170504T115556,2.46,2601,Auto trade,UBS,INT,S
20170504T120709,2.46,500,Auto trade,NON,MLI,B
20170504T120756,2.46,507,Auto trade,MLI,MLI,B
20170504T121005,2.46,700,Auto trade,NTF,MLI,B
20170504T121341,2.45,920,Auto trade,NON,NON,S
20170504T121341,2.45,6080,Auto trade,CAR,NON,S
20170504T121341,2.46,279,Auto trade,MLI,MLI,B
20170504T121354,2.46,1964,Auto trade,NTF,MLI,B
20170504T121354,2.46,36,Auto trade,NTF,GSI,B
20170504T121709,2.46,8250,Auto trade,NON,NON,B
20170504T121709,2.46,5464,Auto trade,NON,GSI,B
20170504T121709,2.46,25302,Auto trade,NON,INT,B
20170504T121709,2.46,984,Auto trade,NON,UBS,B
20170504T122040,2.45,2040,Auto trade,NTF,NTF,S
20170504T122251,2.46,4000,Auto trade,NON,UBS,B
20170504T122451,2.46,2200,Auto trade,NTF,UBS,B
20170504T122451,2.46,3950,Auto trade,NTF,MLI,B
20170504T122451,2.46,1810,Auto trade,NTF,GSI,B
20170504T123158,2.46,950,Auto trade,MLI,NON,S
20170504T123742,2.46,3000,Auto trade,MLI,NON,S
20170504T124015,2.45,546,Auto trade,CAR,NON,S
20170504T124015,2.46,225,Auto trade,MLI,MLI,B
20170504T124243,2.46,42714,Auto trade,DNM,NON,B
20170504T124243,2.46,3725,Auto trade,DNM,MLI,B
20170504T124243,2.46,6816,Auto trade,DNM,GSI,B
20170504T124327,2.47,500,Auto trade,NON,DNM,B
20170504T130539,2.46,1000,Auto trade,MLI,DNM,S
20170504T130543,2.47,15,Auto trade,NON,DNM,B
20170504T132011,2.46,2950,Auto trade,MLI,MSI,S
20170504T132011,2.46,4350,Auto trade,UBS,MSI,S
20170504T132029,2.46,1213,Auto trade,UBS,MSI,S
20170504T132121,2.46,3950,Auto trade,CGML,MLI,B
20170504T132121,2.46,9370,Auto trade,CGML,GSI,B
20170504T132127,2.47,15,Auto trade,NON,NON,B
20170504T141507,2.46,3950,Auto trade,MLI,VFG,S
20170504T141507,2.46,1356,Auto trade,CGML,VFG,S
20170504T141629,2.47,2143,Auto trade,MSI,DNM,B
20170504T141805,2.46,5,Auto trade,CGML,NON,S
20170504T142055,2.47,5,Auto trade,NON,NON,B
20170504T142811,2.46,5306,Auto trade,CGML,GSI,S
20170504T142820,2.47,50,Auto trade,NON,NON,B
20170504T143337,2.47,80,Auto trade,NON,NON,B
20170504T143337,2.47,4000,Auto trade,NON,NON,B
20170504T143337,2.47,920,Auto trade,NON,NON,B
20170504T144948,2.46,1000,Auto trade,CGML,DNM,S
20170504T144954,2.47,15,Auto trade,NON,NON,B
20170504T150145,2.46,42,Auto trade,NON,NON,S
20170504T150432,2.47,50,Auto trade,NON,NON,B
20170504T151413,2.46,37916,Auto trade,CGML,AVA,S
20170504T151559,2.47,3015,Auto trade,NON,NON,B
20170504T151559,2.47,152897,Auto trade,NON,DNM,B
20170504T151559,2.47,8833,Auto trade,NON,DNM,B
20170504T151559,2.47,8029,Auto trade,NON,UBS,B
20170504T151559,2.47,3950,Auto trade,NON,MLI,B
20170504T151559,2.47,52200,Auto trade,NON,MSI,B
20170504T151559,2.47,210405,Auto trade,NON,DNM,
20170504T151707,2.47,10000,Auto trade,NTF,DNM,B
20170504T152318,2.47,433,Auto trade,GSI,DNM,B
20170504T153027,2.47,300,Auto trade,GSI,DNM,B
20170504T153938,2.47,20242,Auto trade,SKBN,DNM,B
20170504T153947,2.46,100,Auto trade,CGML,GSI,S
20170504T154241,2.46,5307,Auto trade,CGML,GSI,S
20170504T154329,2.46,35690,Auto trade,CGML,NRD,S
20170504T154329,2.46,22370,Auto trade,CGML,NRD,S
20170504T154329,2.46,208,Auto trade,NON,NRD,S
20170504T154329,2.46,250,Auto trade,NON,NRD,S
20170504T154329,2.46,2930,Auto trade,UBS,NRD,S
20170504T154329,2.46,2825,Auto trade,UBS,NRD,S
20170504T154709,2.46,55727,Auto trade,CGML,NRD,B
20170504T154709,2.46,5873,Auto trade,CGML,GSI,B
20170504T154709,2.46,11961,Auto trade,MSI,MSI,B
20170504T154709,2.46,2701,Auto trade,MSI,GSI,B
20170504T154709,2.46,7900,Auto trade,MSI,MLI,B
20170504T154709,2.46,375,Auto trade,MSI,GSI,B
20170504T154709,2.46,5000,Auto trade,MSI,NON,B
20170504T154714,2.47,15,Auto trade,NON,NON,B
20170504T154750,2.46,2022,Auto trade,MSI,MSI,S
20170504T154750,2.46,6978,Auto trade,MLI,MSI,S
20170504T154755,2.47,25,Auto trade,NON,NON,B
20170504T154808,2.46,922,Auto trade,MLI,MSI,S
20170504T154808,2.46,12978,Auto trade,DBL,MSI,S
20170504T154827,2.46,6700,Auto trade,MLI,MSI,S
20170504T154846,2.46,1200,Auto trade,MLI,MSI,S
20170504T154957,2.46,150,Auto trade,CGML,GSI,B
20170504T154957,2.46,7146,Auto trade,CGML,MSI,B
20170504T154957,2.46,16948,Auto trade,CGML,MSI,B
20170504T154957,2.46,5923,Auto trade,CGML,GSI,B
20170504T155431,2.47,15,Auto trade,NON,NON,B
20170504T155608,2.46,75,Auto trade,MLI,GSI,S
20170504T155900,2.47,15,Auto trade,NON,NON,B
20170504T160004,2.46,50000,Auto trade,CGML,DNM,S
20170504T160457,2.47,50,Auto trade,NON,NON,B
20170504T161430,2.46,19833,Auto trade,CGML,NON,S
20170504T161430,2.46,7900,Auto trade,MLI,NON,S
20170504T161430,2.46,2447,Auto trade,MSI,NON,S
20170504T161514,2.46,931,Auto trade,MLI,MLI,B
20170504T161559,2.46,255,Auto trade,MLI,MLI,B
20170504T161643,2.46,9820,Auto trade,CGML,NON,B
20170504T161643,2.46,6714,Auto trade,CGML,MLI,B
20170504T161643,2.46,25066,Auto trade,CGML,MSI,B
20170504T161643,2.46,227,Auto trade,MLI,MSI,B
20170504T161659,2.46,14363,Auto trade,CGML,MSI,B
20170504T161724,2.46,2000,Auto trade,CGML,MSI,B
20170504T161859,2.46,100,Auto trade,GSI,MSI,B
20170504T162522,2.47,700,Auto trade,MSI,MSI,
20170504T162522,2.47,1438,Auto trade,UBS,INT,
20170504T162522,2.47,394,Auto trade,UBS,INT,
20170504T162522,2.47,279,Auto trade,DDB,INT,
20170504T162522,2.47,3979,Auto trade,DNM,INT,
20170504T162522,2.47,10526,Auto trade,DNM,GSI,
20170504T162522,2.47,3260,Auto trade,DNM,MSI,
20170504T162522,2.47,3491,Auto trade,DNM,MSI,
20170504T162522,2.47,36901,Auto trade,DNM,MSI,
20170504T162522,2.47,4190,Auto trade,DNM,MSI,
20170504T162522,2.47,8357,Auto trade,DNM,MSI,
20170504T162522,2.47,15815,Auto trade,DNM,MSI,
20170504T162522,2.47,30000,Auto trade,DNM,NON,
20170504T162522,2.47,183481,Auto trade,DNM,DNM,
20170504T162522,2.47,25000,Auto trade,CGML,DNM,B
20170504T162522,2.47,25000,Auto trade,CGML,DNM,B
