time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20170504T100058,2.45,277680,1595059,2.46,13802,1695545
20170504T100058,2.45,317187,1634566,2.46,13802,1695545
20170504T100058,2.45,317187,1634566,2.46,11211,1692954
20170504T100058,2.45,317187,1634566,2.46,11399,1693142
20170504T100058,2.45,317187,1634566,2.46,11211,1692954
20170504T100114,2.45,317187,1634566,2.46,11588,1693331
20170504T101133,2.45,317187,1707466,2.46,10277,1712020
20170504T101133,2.45,317187,1707466,2.46,8277,1710020
20170504T101133,2.45,317187,1707466,2.46,377,1702120
20170504T101133,2.45,317187,1707466,2.47,359381,1701743
20170504T101133,2.46,38412,1745878,2.47,359381,1701743
20170504T101133,2.46,46312,1753778,2.47,359381,1701743
20170504T101133,2.46,46312,1753778,2.47,349381,1691743
20170504T101247,2.46,46312,1722203,2.47,347381,1699743
20170504T101418,2.46,46312,1722203,2.47,349381,1701743
20170504T101508,2.46,46312,1722203,2.47,347381,1699743
20170504T101508,2.46,44312,1720203,2.47,347381,1699743
20170504T101636,2.46,44312,1720203,2.47,400075,1752437
20170504T101754,2.46,44312,1720203,2.47,408827,1761189
20170504T102322,2.46,7900,1733791,2.47,408827,1761189
20170504T102322,2.45,337667,1725891,2.47,408827,1761189
20170504T102322,2.45,337667,1725891,2.46,7900,1769089
20170504T102322,2.45,329767,1717991,2.46,7900,1769089
20170504T102322,2.45,366810,1755034,2.46,7900,1779089
20170504T102322,2.45,366810,1755034,2.46,16652,1786903
20170504T102322,2.45,366810,1755034,2.46,22742,1793725
20170504T102322,2.45,329767,1717991,2.46,22742,1793725
20170504T102322,2.45,329767,1717991,2.46,23416,1793667
20170504T102322,2.45,329767,1717991,2.46,31416,1801667
20170504T102322,2.45,329767,1717991,2.46,23416,1793667
20170504T102322,2.45,329767,1717991,2.46,29104,1799355
20170504T102334,2.45,329767,1717991,2.46,20352,1790603
20170504T102334,2.45,367654,1755878,2.46,20352,1790603
20170504T102420,2.45,365567,1755878,2.46,20352,1790603
20170504T102433,2.45,365567,1755925,2.46,20350,1790601
20170504T102545,2.45,365567,1755925,2.46,19678,1789929
20170504T102547,2.45,365567,1755925,2.46,20227,1790478
20170504T102729,2.45,365567,1755925,2.46,28048,1790485
20170504T102729,2.45,327680,1718038,2.46,28048,1790485
20170504T102752,2.45,319780,1710138,2.46,28048,1790485
20170504T102752,2.45,319780,1710138,2.46,20148,1774685
20170504T102752,2.45,360489,1750847,2.46,20148,1774685
20170504T103007,2.45,360489,1750847,2.46,27148,1781685
20170504T103007,2.45,319780,1710138,2.46,27148,1781685
20170504T103053,2.45,319780,1710138,2.46,37148,1804994
20170504T103207,2.45,327680,1718038,2.46,37148,1804994
20170504T103208,2.45,327680,1718038,2.46,45048,1812894
20170504T103208,2.45,327680,1718038,2.46,53048,1820894
20170504T103208,2.45,327680,1718038,2.46,45048,1812894
20170504T103310,2.45,327680,1718038,2.46,54448,1822294
20170504T103438,2.45,327680,1718038,2.46,56548,1824394
20170504T103506,2.45,327680,1718038,2.46,59705,1827551
20170504T103506,2.45,327680,1718038,2.46,67705,1835551
20170504T103506,2.45,327680,1718038,2.46,59705,1827551
20170504T103854,2.45,327680,1718038,2.46,63843,1831689
20170504T103855,2.45,327680,1718038,2.46,59705,1827551
20170504T104038,2.45,327680,1718038,2.46,56548,1824394
20170504T104038,2.45,324523,1714881,2.46,56548,1824394
20170504T104040,2.45,324523,1644094,2.46,55999,1823845
20170504T104042,2.45,324523,1644094,2.46,56548,1824394
20170504T104247,2.45,324823,1644394,2.46,56548,1824394
20170504T104640,2.45,424823,1744394,2.46,56548,1824394
20170504T104815,2.45,395823,1792427,2.46,56548,1795394
20170504T105207,2.45,395523,1802127,2.46,56548,1795394
20170504T105207,2.45,395523,1802127,2.46,56248,1795094
20170504T105233,2.45,390523,1797127,2.46,56248,1795094
20170504T105548,2.45,390943,1789647,2.46,56248,1795094
20170504T105614,2.45,400943,1799647,2.46,56248,1795094
20170504T105614,2.45,411443,1810147,2.46,56248,1795094
20170504T105614,2.45,400943,1799647,2.46,56248,1795094
20170504T105745,2.45,400943,1799647,2.46,56230,1795076
20170504T105752,2.45,393043,1791747,2.46,56230,1795076
20170504T105752,2.45,393043,1791747,2.46,48330,1787176
20170504T105945,2.45,392623,1791327,2.46,48330,1787176
20170504T105945,2.45,388043,1786747,2.46,48330,1787176
20170504T110207,2.45,391993,1790697,2.46,48330,1767176
20170504T110857,2.45,391993,1790697,2.46,42240,1761086
20170504T110857,2.45,391993,1790697,2.46,36552,1755398
20170504T110857,2.45,391993,1790697,2.46,28731,1747577
20170504T110857,2.45,391993,1790697,2.46,22031,1740877
20170504T110857,2.45,391993,1790697,2.46,12031,1730877
20170504T110857,2.45,391993,1790697,2.46,2631,1721477
20170504T110857,2.45,391993,1790697,2.46,531,1719377
20170504T110857,2.45,391993,1790697,2.47,417173,1718846
20170504T110857,2.45,391993,1790697,2.47,313438,1615111
20170504T110857,2.45,391993,1790697,2.47,157883,1459556
20170504T110857,2.45,391993,1790697,2.47,155967,1457640
20170504T110857,2.45,391993,1790697,2.47,114800,1416473
20170504T110857,2.45,391993,1790697,2.47,80685,1382358
20170504T110857,2.45,391993,1790697,2.47,236240,1537913
20170504T110857,2.46,3950,1794647,2.47,236240,1537913
20170504T110857,2.46,3950,1802547,2.47,246240,1547913
20170504T110857,2.46,14050,1812647,2.47,246240,1547913
20170504T110857,2.46,24050,1822647,2.47,246240,1547913
20170504T110857,2.46,24050,1822647,2.47,236240,1537913
20170504T110857,2.46,14050,1812647,2.47,236240,1537913
20170504T110857,2.46,14050,1812647,2.47,240190,1541863
20170504T110857,2.46,14050,1806473,2.47,215192,1516865
20170504T110857,2.46,14050,1806473,2.47,224025,1525698
20170504T110857,2.46,14050,1814373,2.47,224628,1536301
20170504T110857,2.46,3950,1804273,2.47,224628,1536301
20170504T110857,2.46,3950,1804273,2.47,224025,1535698
20170504T110917,2.45,432603,1833033,2.47,224025,1559519
20170504T110917,2.45,432603,1833033,2.46,8200,1567719
20170504T110917,2.45,440503,1840933,2.46,8200,1567719
20170504T110917,2.45,432603,1833033,2.46,8200,1577719
20170504T110917,2.45,432603,1833033,2.47,234680,1546353
20170504T110917,2.45,432603,1833033,2.47,243998,1555671
20170504T110917,2.45,432603,1833033,2.46,3950,1559621
20170504T110917,2.45,432603,1833033,2.46,4563,1559579
20170504T110917,2.45,432603,1833033,2.46,13020,1558718
20170504T110917,2.45,432603,1833033,2.46,12663,1558361
20170504T111230,2.45,432603,1833033,2.46,12592,1581654
20170504T111243,2.45,432603,1833033,2.46,13092,1582154
20170504T111243,2.45,432603,1833033,2.46,21092,1590154
20170504T111243,2.45,432603,1833033,2.46,13092,1582154
20170504T111625,2.45,432603,1843033,2.46,12479,1370058
20170504T112518,2.45,432603,1845025,2.46,4450,1372029
20170504T112518,2.45,432603,1845025,2.46,500,1368079
20170504T112518,2.45,432603,1845025,2.47,267389,1367579
20170504T112518,2.45,440503,1852925,2.47,267389,1367579
20170504T112518,2.45,440503,1852925,2.47,244025,1344215
20170504T112518,2.46,3950,1856875,2.47,244025,1344215
20170504T112518,2.46,3950,1856875,2.47,234025,1334215
20170504T112518,2.45,440503,1852925,2.47,234025,1334215
20170504T112518,2.45,440503,1852925,2.46,3950,1338165
20170504T112518,2.45,440503,1852925,2.46,6101,1340316
20170504T112519,2.45,440503,1852925,2.46,3950,1338165
20170504T112519,2.45,440503,1852925,2.47,244025,1344215
20170504T112519,2.46,3950,1856875,2.47,244025,1344215
20170504T112519,2.46,3950,1856875,2.47,234025,1334215
20170504T112519,2.46,8521,1861446,2.47,234025,1334215
20170504T112520,2.46,4571,1857496,2.47,234025,1357483
20170504T112520,2.46,2121,1855046,2.47,234025,1357483
20170504T112520,2.45,440503,1852925,2.47,234025,1357483
20170504T112520,2.45,440503,1852925,2.46,9900,1367383
20170504T112520,2.45,440503,1852925,2.46,19900,1377383
20170504T112520,2.45,440503,1852925,2.46,23850,1391333
20170504T112520,2.45,440503,1852925,2.46,13850,1381333
20170504T112520,2.45,432603,1845025,2.46,13850,1381333
20170504T112521,2.45,432603,1845025,2.46,3950,1371633
20170504T113244,2.45,432603,1845025,2.46,10290,1567848
20170504T113550,2.45,411603,1824025,2.46,10290,1567848
20170504T113550,2.45,411603,1824025,2.46,6340,1563898
20170504T113550,2.45,411603,1824025,2.47,277493,1557558
20170504T113550,2.46,10710,1834735,2.47,277493,1557558
20170504T113550,2.46,14660,1838685,2.47,277493,1557558
20170504T113550,2.46,14660,1838685,2.47,267493,1547558
20170504T113550,2.46,14660,1846585,2.47,244025,1524090
20170504T113551,2.46,3950,1835875,2.47,244025,1524090
20170504T113551,2.45,419503,1831925,2.47,244025,1524090
20170504T113551,2.45,419503,1831925,2.46,3950,1528040
20170504T113551,2.45,419503,1831925,2.46,15050,1539140
20170504T113551,2.45,411603,1824025,2.46,15050,1549140
20170504T113552,2.45,411603,1824025,2.46,3950,1561867
20170504T114229,2.45,411603,1824025,2.46,11016,1568933
20170504T114234,2.45,411603,1822033,2.46,8823,1566740
20170504T114352,2.45,411603,1822033,2.46,1757,1559674
20170504T114924,2.45,407103,1817533,2.46,1757,1559674
20170504T115454,2.45,407103,1817533,2.47,277852,1573217
20170504T115454,2.45,407103,1817533,2.47,257852,1553217
20170504T115454,2.45,407103,1817533,2.47,254859,1550224
20170504T115454,2.45,407103,1817533,2.47,202165,1497530
20170504T115454,2.45,407103,1817533,2.47,46610,1341975
20170504T115454,2.45,407103,1817533,2.47,42660,1338025
20170504T115454,2.45,407103,1817533,2.47,33827,1329192
20170504T115454,2.45,407103,1817533,2.47,23827,1319192
20170504T115454,2.45,407103,1817533,2.48,28300,1295365
20170504T115454,2.45,407103,1817533,2.47,155555,1450920
20170504T115454,2.46,3950,1821483,2.47,155555,1450920
20170504T115454,2.46,3950,1821483,2.47,159505,1454870
20170504T115454,2.46,3950,1831483,2.47,168338,1463703
20170504T115454,2.46,3950,1831483,2.47,175708,1471073
20170504T115454,2.46,3950,1831483,2.47,183708,1479073
20170504T115454,2.46,3950,1831483,2.47,176338,1471703
20170504T115454,2.46,3950,1831483,2.47,168338,1463703
20170504T115539,2.46,6551,1866624,2.47,168338,1463703
20170504T115556,2.46,2601,1862674,2.47,168338,1463703
20170504T115556,2.45,451777,1860073,2.47,168338,1463703
20170504T115556,2.45,451777,1860073,2.46,3950,1467653
20170504T115556,2.45,441777,1850073,2.46,3950,1467653
20170504T115556,2.45,419232,1827528,2.46,3950,1469653
20170504T115818,2.45,419232,1850779,2.46,9450,1475153
20170504T115838,2.45,419232,1850779,2.46,34752,1500455
20170504T115838,2.45,378622,1810169,2.46,34752,1500455
20170504T120300,2.45,376493,1810169,2.46,34752,1523621
20170504T120709,2.45,376493,1810221,2.46,34252,1523121
20170504T120756,2.45,376493,1810221,2.46,41436,1530305
20170504T120756,2.45,376493,1810221,2.46,49436,1538305
20170504T120756,2.45,376493,1810221,2.46,41436,1530305
20170504T120756,2.45,376493,1810221,2.46,40929,1529798
20170504T121005,2.45,376493,1810221,2.46,40229,1529098
20170504T121136,2.45,376493,1810221,2.46,47229,1536098
20170504T121152,2.45,376493,1810221,2.46,55479,1544348
20170504T121341,2.45,376493,1810221,2.46,48479,1537348
20170504T121341,2.45,375573,1809301,2.46,48479,1537348
20170504T121341,2.45,369493,1803221,2.46,48479,1537348
20170504T121341,2.45,369493,1803221,2.46,48200,1537069
20170504T121354,2.45,369493,1803221,2.46,46236,1535105
20170504T121354,2.45,369493,1803221,2.46,46200,1535069
20170504T121355,2.45,369493,1803221,2.46,50150,1539019
20170504T121625,2.45,369493,1803221,2.46,52190,1541059
20170504T121709,2.45,369493,1803221,2.46,43940,1532809
20170504T121709,2.45,369493,1803221,2.46,38476,1527345
20170504T121709,2.45,369493,1803221,2.46,13174,1502043
20170504T121709,2.45,369493,1803221,2.46,12190,1501059
20170504T121709,2.45,409686,1843414,2.46,12190,1501059
20170504T122040,2.45,409686,1843414,2.46,10150,1539019
20170504T122040,2.45,407646,1841374,2.46,10150,1539019
20170504T122202,2.45,407646,1841374,2.46,16126,1544995
20170504T122251,2.45,407646,1841374,2.46,12126,1540995
20170504T122451,2.45,399686,1833414,2.46,12126,1540995
20170504T122451,2.45,399686,1833414,2.46,9926,1538795
20170504T122451,2.45,399686,1833414,2.46,5976,1534845
20170504T122451,2.45,399686,1833414,2.46,4166,1533035
20170504T122451,2.45,399686,1833414,2.47,193504,1528869
20170504T122451,2.45,409686,1843414,2.47,193504,1528869
20170504T122451,2.45,409686,1843414,2.47,170338,1505703
20170504T122451,2.46,3950,1847364,2.47,170338,1505703
20170504T122451,2.46,3950,1847364,2.47,168338,1503703
20170504T123158,2.46,3000,1846399,2.47,168338,1528158
20170504T123742,2.45,411852,1843399,2.47,168338,1528158
20170504T123742,2.45,411852,1843399,2.46,42714,1570872
20170504T123742,2.45,411852,1843399,2.46,46664,1574822
20170504T123742,2.45,401852,1833399,2.46,46664,1574822
20170504T123742,2.45,361659,1793206,2.46,46664,1552367
20170504T123742,2.45,361659,1793206,2.46,53480,1559183
20170504T124015,2.45,361113,1792660,2.46,53480,1583276
20170504T124015,2.45,361113,1792660,2.46,53255,1583051
20170504T124243,2.45,361113,1792660,2.46,10541,1540337
20170504T124243,2.45,361113,1792660,2.46,6816,1536612
20170504T124243,2.45,361113,1792660,2.47,194431,1529796
20170504T124243,2.46,3950,1796610,2.47,194431,1529796
20170504T124243,2.46,3950,1796610,2.47,192431,1527796
20170504T124243,2.46,3950,1836034,2.47,168338,1503703
20170504T124327,2.46,3950,1836034,2.47,167838,1576318
20170504T130413,2.46,3950,1835943,2.47,168838,1582318
20170504T130539,2.46,3950,1835943,2.47,167838,1581318
20170504T130539,2.46,2950,1834943,2.47,167838,1581318
20170504T130543,2.46,2950,1834943,2.47,167823,1581303
20170504T131052,2.46,8513,1850506,2.47,167823,1590303
20170504T131544,2.46,8513,1850446,2.47,167973,1610453
20170504T132011,2.46,5563,1855396,2.47,167973,1630303
20170504T132011,2.46,1213,1851046,2.47,167973,1630303
20170504T132029,2.45,410386,1853783,2.47,167973,1630303
20170504T132029,2.45,410386,1853783,2.46,3950,1634253
20170504T132029,2.45,400386,1843783,2.46,3950,1634253
20170504T132029,2.45,400386,1843783,2.46,4337,1636640
20170504T132029,2.45,400386,1843783,2.46,13707,1622895
20170504T132107,2.45,400386,1843783,2.46,13320,1647826
20170504T132121,2.45,400386,1843783,2.46,9370,1643876
20170504T132121,2.45,400386,1843783,2.47,195291,1634506
20170504T132121,2.45,410386,1853783,2.47,195291,1634506
20170504T132121,2.46,3950,1857733,2.47,195291,1634506
20170504T132121,2.46,3950,1857733,2.47,193291,1632506
20170504T132121,2.46,3950,1857733,2.47,167973,1607188
20170504T132121,2.46,90630,1944413,2.47,167973,1607188
20170504T132127,2.46,90630,1908961,2.47,167958,1634791
20170504T132151,2.46,113000,1931331,2.47,167958,1634791
20170504T132559,2.46,115751,1934082,2.47,167958,1634791
20170504T132559,2.46,124251,1942582,2.47,167958,1634791
20170504T132559,2.46,115751,1934082,2.47,167958,1634791
20170504T132916,2.46,115751,1934082,2.47,171958,1638791
20170504T133552,2.46,115751,1934082,2.47,175958,1642791
20170504T134229,2.46,120506,1940909,2.47,175958,1682791
20170504T134256,2.46,117755,1938158,2.47,175958,1682791
20170504T135424,2.46,117755,1938158,2.47,175963,1611664
20170504T135820,2.46,113000,1933403,2.47,175963,1611664
20170504T140135,2.46,117755,1938158,2.47,175963,1611664
20170504T140643,2.46,119844,1938175,2.47,175963,1611664
20170504T141507,2.46,115089,1933420,2.47,175963,1611664
20170504T141507,2.46,111139,1929470,2.47,175963,1611664
20170504T141507,2.46,109783,1928114,2.47,175963,1611664
20170504T141616,2.46,113733,1862064,2.47,175963,1688597
20170504T141629,2.46,113733,1860049,2.47,173820,1696454
20170504T141756,2.46,113733,1860049,2.47,181849,1704483
20170504T141756,2.46,113733,1860049,2.47,189849,1712483
20170504T141756,2.46,113733,1860049,2.47,181849,1704483
20170504T141805,2.46,113733,1860049,2.47,181844,1704478
20170504T141805,2.46,113728,1860044,2.47,181844,1704478
20170504T142055,2.46,113728,1860044,2.47,181839,1704473
20170504T142527,2.46,118483,1864799,2.47,181839,1694473
20170504T142717,2.46,116394,1864707,2.47,181839,1694473
20170504T142730,2.46,111639,1859952,2.47,181839,1694473
20170504T142752,2.46,107689,1856002,2.47,181839,1694473
20170504T142752,2.46,107689,1840202,2.47,177889,1686573
20170504T142811,2.46,102383,1834896,2.47,177889,1678673
20170504T142820,2.46,102383,1834896,2.47,177839,1678623
20170504T142933,2.46,107138,1687335,2.47,177839,1520283
20170504T143001,2.46,102383,1664680,2.47,177839,1520283
20170504T143207,2.46,102383,1838475,2.47,181789,1782697
20170504T143213,2.46,106333,1858225,2.47,181789,1794547
20170504T143337,2.46,106333,1858225,2.47,181709,1794467
20170504T143337,2.46,106333,1858225,2.47,177709,1790467
20170504T143337,2.46,106333,1858225,2.47,176789,1789547
20170504T143840,2.46,115023,1866915,2.47,176789,1789547
20170504T144948,2.46,114023,1875830,2.47,176789,1791547
20170504T144954,2.46,114023,1885830,2.47,176774,1791532
20170504T145331,2.46,114023,1885830,2.47,228974,1843732
20170504T145332,2.46,105333,1877140,2.47,228974,1843732
20170504T145400,2.46,105333,1877140,2.47,229016,1843774
20170504T145502,2.46,114023,1885830,2.47,229016,1843774
20170504T145606,2.46,114273,1886080,2.47,229016,1843774
20170504T145850,2.46,105583,1877390,2.47,229016,1848774
20170504T150050,2.46,105833,1777640,2.47,229016,1848774
20170504T150145,2.46,105833,1777640,2.47,228974,1848732
20170504T150145,2.46,105791,1777598,2.47,228974,1848732
20170504T150432,2.46,105791,1775598,2.47,228924,1848682
20170504T150501,2.46,105791,1775598,2.47,237670,1857428
20170504T150506,2.46,105791,1775598,2.47,228924,1848682
20170504T151157,2.46,105791,1775598,2.47,237670,1857428
20170504T151203,2.46,105791,1775598,2.47,228924,1848682
20170504T151302,2.46,105791,1775598,2.47,237670,1857428
20170504T151307,2.46,105791,1775598,2.47,228924,1848682
20170504T151413,2.46,67875,1737682,2.47,228924,1848682
20170504T151421,2.46,67875,1737682,2.47,237670,1861046
20170504T151426,2.46,67875,1737682,2.47,228924,1852300
20170504T151542,2.46,68025,1737832,2.47,228924,1852300
20170504T151542,2.46,78725,1748532,2.47,228924,1852300
20170504T151542,2.46,68025,1737832,2.47,228924,1852300
20170504T151559,2.46,68025,1737832,2.47,225909,1849285
20170504T151559,2.46,68025,1737832,2.47,73012,1696388
20170504T151559,2.46,68025,1737832,2.47,64179,1687555
20170504T151559,2.46,68025,1737832,2.47,56150,1679526
20170504T151559,2.46,68025,1737832,2.47,52200,1675576
20170504T151559,2.46,68025,1737832,2.48,145223,1623376
20170504T151559,2.46,68025,1737832,2.47,155555,1778931
20170504T151559,2.46,87267,1757074,2.47,155555,1778931
20170504T151559,2.46,68025,1737832,2.47,155555,1778931
20170504T151601,2.46,68025,1737832,2.47,163455,1786831
20170504T151602,2.46,68025,1737832,2.47,172350,1795726
20170504T151604,2.46,76715,1746522,2.47,172350,1795726
20170504T151622,2.46,76715,1746522,2.47,175968,1803110
20170504T151622,2.46,76715,1746522,2.47,183968,1811110
20170504T151622,2.46,76715,1746522,2.47,175968,1803110
20170504T151636,2.46,68025,1737832,2.47,175968,1803110
20170504T151707,2.46,68025,1737832,2.47,165968,1793110
20170504T151751,2.46,68025,1737832,2.47,173372,1793130
20170504T151758,2.46,67875,1737682,2.47,173372,1793130
20170504T151806,2.46,68250,1738057,2.47,173372,1793130
20170504T152212,2.46,71180,1742987,2.47,173372,1800070
20170504T152213,2.46,82776,1754583,2.47,173372,1800070
20170504T152316,2.46,82401,1580413,2.47,173372,1541606
20170504T152318,2.46,82401,1580413,2.47,172939,1541173
20170504T152324,2.46,82476,1580488,2.47,172939,1541173
20170504T152419,2.46,85301,1595508,2.47,172939,1553057
20170504T152419,2.46,95401,1605608,2.47,172939,1553057
20170504T152451,2.46,85301,1595508,2.47,172939,1546117
20170504T152601,2.46,85301,1595508,2.47,165535,1555924
20170504T152706,2.46,85301,1595508,2.47,172699,1555758
20170504T153025,2.46,85226,1599171,2.47,172699,1555758
20170504T153027,2.46,85226,1599171,2.47,172399,1555458
20170504T153137,2.46,85226,1599171,2.47,165235,1548294
20170504T153144,2.46,85226,1599171,2.47,156340,1539399
20170504T153249,2.46,85226,1599171,2.47,152722,1539399
20170504T153253,2.46,85226,1599171,2.47,155222,1541899
20170504T153320,2.46,85301,1599246,2.47,155222,1541899
20170504T153538,2.46,85226,1599171,2.47,155222,1541899
20170504T153610,2.46,85226,1599171,2.47,155422,1542099
20170504T153633,2.46,85226,1599171,2.47,155497,1542174
20170504T153640,2.46,85226,1599171,2.47,155297,1541974
20170504T153930,2.46,81276,1595221,2.47,155297,1541974
20170504T153930,2.46,81276,1579421,2.47,147397,1534074
20170504T153938,2.46,81276,1579421,2.47,127155,1501982
20170504T153946,2.46,81276,1579421,2.47,127080,1501907
20170504T153946,2.46,69680,1567825,2.47,127080,1501907
20170504T153947,2.46,69580,1567725,2.47,127080,1501907
20170504T153953,2.46,69580,1567725,2.47,127305,1502132
20170504T154146,2.46,69580,1567725,2.47,136439,1511266
20170504T154241,2.46,64273,1562418,2.47,136439,1481266
20170504T154329,2.46,28583,1526728,2.47,136439,1481266
20170504T154329,2.46,6213,1504358,2.47,136439,1481266
20170504T154329,2.46,6005,1504150,2.47,136439,1481266
20170504T154329,2.46,5755,1503900,2.47,136439,1481266
20170504T154329,2.46,2825,1500970,2.47,136439,1481266
20170504T154329,2.45,274732,1498145,2.47,136439,1481266
20170504T154329,2.45,274732,1498145,2.46,55727,1536993
20170504T154329,2.45,264732,1488145,2.46,55727,1542893
20170504T154329,2.45,260994,1484407,2.46,55727,1542893
20170504T154329,2.45,301647,1525060,2.46,55727,1539296
20170504T154329,2.45,260994,1484407,2.46,55727,1539296
20170504T154329,2.45,260994,1484407,2.46,64461,1548030
20170504T154330,2.45,260994,1484407,2.46,72361,1546796
20170504T154330,2.45,276120,1571194,2.46,72361,1608467
20170504T154330,2.45,284020,1579094,2.46,72361,1608467
20170504T154336,2.45,284020,1579094,2.46,72736,1608617
20170504T154336,2.45,284020,1579094,2.46,80736,1616617
20170504T154336,2.45,284020,1579094,2.46,72736,1608617
20170504T154353,2.45,284020,1579094,2.46,84697,1620578
20170504T154405,2.45,284020,1579094,2.46,89697,1625578
20170504T154506,2.45,284020,1579094,2.46,89537,1625418
20170504T154709,2.45,284020,1647678,2.46,33810,1636607
20170504T154709,2.45,284020,1647678,2.46,27937,1630734
20170504T154709,2.45,284020,1647678,2.46,15976,1618773
20170504T154709,2.45,284020,1647678,2.46,13275,1616072
20170504T154709,2.45,284020,1647678,2.46,5375,1608172
20170504T154709,2.45,284020,1647678,2.46,5000,1607797
20170504T154709,2.45,284020,1647678,2.47,174569,1602797
