time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20170504T154709,2.45,294020,1657678,2.47,174569,1602797
20170504T154709,2.46,9500,1667178,2.47,174569,1602797
20170504T154709,2.46,17400,1675078,2.47,174569,1602797
20170504T154709,2.46,17400,1675078,2.47,168669,1596897
20170504T154709,2.46,17400,1675078,2.47,176569,1604797
20170504T154709,2.46,17400,1675078,2.47,138598,1566826
20170504T154709,2.46,17400,1706703,2.47,144750,1572978
20170504T154710,2.46,17400,1706703,2.47,138598,1566826
20170504T154714,2.46,17400,1691577,2.47,138583,1607124
20170504T154714,2.46,17400,1651516,2.47,138658,1607199
20170504T154721,2.46,19422,1690517,2.47,138658,1607199
20170504T154725,2.46,19422,1690517,2.47,135040,1614504
20170504T154730,2.46,19422,1690517,2.47,147833,1627297
20170504T154730,2.46,9922,1681017,2.47,147833,1627297
20170504T154750,2.46,7900,1678995,2.47,147833,1627037
20170504T154750,2.46,922,1672017,2.47,147833,1627037
20170504T154755,2.46,922,1672675,2.47,147808,1627012
20170504T154804,2.46,16048,1688558,2.47,147808,1627012
20170504T154808,2.46,15126,1687636,2.47,147808,1627012
20170504T154808,2.46,2148,1674658,2.47,147808,1627012
20170504T154815,2.45,356813,1672510,2.47,147808,1627012
20170504T154815,2.45,316422,1632119,2.47,147808,1627012
20170504T154815,2.45,316422,1632119,2.47,154516,1633720
20170504T154817,2.45,318570,1674302,2.47,154516,1633720
20170504T154817,2.46,7900,1682202,2.47,154516,1633720
20170504T154817,2.46,7900,1682202,2.47,147808,1627012
20170504T154827,2.46,1200,1675502,2.47,147808,1627012
20170504T154846,2.45,316422,1672154,2.47,147808,1631412
20170504T154846,2.45,316422,1672154,2.46,1400,1632812
20170504T154846,2.45,306422,1662154,2.46,1400,1632812
20170504T154851,2.45,306422,1662154,2.46,1550,1627073
20170504T154853,2.45,306422,1662154,2.46,8696,1626914
20170504T154912,2.45,306422,1662154,2.46,25644,1643862
20170504T154912,2.45,306422,1662154,2.46,33644,1651862
20170504T154912,2.45,306422,1662154,2.46,25644,1643862
20170504T154912,2.45,266897,1622629,2.46,25644,1643862
20170504T154912,2.45,266897,1622629,2.46,24244,1642462
20170504T154913,2.45,266897,1622629,2.46,30167,1642932
20170504T154957,2.45,266897,1622629,2.46,30017,1642782
20170504T154957,2.45,266897,1622629,2.46,22871,1635636
20170504T154957,2.45,266897,1622629,2.46,5923,1618688
20170504T154957,2.45,266897,1622629,2.47,180397,1612765
20170504T154957,2.46,10100,1632729,2.47,180397,1612765
20170504T154957,2.46,18000,1650629,2.47,180397,1612765
20170504T154957,2.46,18000,1650629,2.47,180237,1612605
20170504T154957,2.46,18000,1650629,2.47,138558,1570926
20170504T154957,2.46,87833,1758066,2.47,138558,1570926
20170504T155013,2.46,87833,1721776,2.47,148851,1619730
20170504T155013,2.46,77733,1711676,2.47,148851,1619730
20170504T155025,2.46,77733,1711676,2.47,148926,1624805
20170504T155143,2.46,77733,1711676,2.47,173926,1649805
20170504T155259,2.46,91681,1725624,2.47,173926,1649805
20170504T155259,2.46,91681,1725624,2.47,170308,1649805
20170504T155401,2.46,91681,1725624,2.47,180308,1659805
20170504T155431,2.46,91681,1725624,2.47,180293,1659790
20170504T155531,2.46,91681,1725624,2.47,180218,1659715
20170504T155600,2.46,77733,1711676,2.47,180218,1659715
20170504T155603,2.46,77733,1711676,2.47,180443,1659940
20170504T155606,2.46,77733,1711676,2.47,180218,1659715
20170504T155608,2.46,77658,1711601,2.47,180218,1659715
20170504T155752,2.46,69833,1703776,2.47,180218,1659715
20170504T155752,2.46,69833,1672176,2.47,172318,1628115
20170504T155900,2.46,69833,1672176,2.47,172303,1628100
20170504T160004,2.46,19833,1500048,2.47,172303,1504765
20170504T160207,2.46,19833,1689431,2.47,180203,1755818
20170504T160353,2.46,19833,1713131,2.47,183821,1779518
20170504T160356,2.46,19833,1713131,2.47,180203,1779391
20170504T160457,2.46,19833,1795793,2.47,180153,1779341
20170504T160458,2.46,27733,1803693,2.47,180153,1779341
20170504T160839,2.46,27733,1766294,2.47,183644,1779341
20170504T161008,2.46,30180,1768741,2.47,183644,1779341
20170504T161026,2.46,30180,1768741,2.47,180153,1775850
20170504T161430,2.46,10347,1748908,2.47,180153,1775850
20170504T161430,2.46,2447,1741008,2.47,180153,1775850
20170504T161430,2.45,350563,1738561,2.47,180153,1775850
20170504T161430,2.45,350563,1738561,2.46,9820,1785670
20170504T161430,2.45,350563,1738561,2.46,17720,1793570
20170504T161430,2.45,340563,1728561,2.46,17720,1793570
20170504T161430,2.45,300328,1688326,2.46,17720,1760423
20170504T161430,2.45,340901,1728899,2.46,17720,1760423
20170504T161430,2.45,348801,1736799,2.46,17720,1760423
20170504T161430,2.45,348801,1736799,2.46,63666,1777415
20170504T161430,2.45,308228,1696226,2.46,63666,1777415
20170504T161430,2.45,308228,1696226,2.46,74497,1779054
20170504T161430,2.45,308228,1696226,2.46,82497,1787054
20170504T161430,2.45,308228,1696226,2.46,74497,1779054
20170504T161434,2.45,308228,1725531,2.46,75622,1861772
20170504T161514,2.45,308228,1751125,2.46,64791,1850941
20170504T161514,2.45,308228,1751125,2.46,63860,1850010
20170504T161559,2.45,308228,1751125,2.46,63605,1849755
20170504T161643,2.45,308228,1751125,2.46,53785,1839935
20170504T161643,2.45,308228,1751125,2.46,47071,1833221
20170504T161643,2.45,308228,1751125,2.46,22005,1808155
20170504T161643,2.45,347773,1790670,2.46,22005,1808155
20170504T161643,2.45,347773,1790670,2.46,21778,1807928
20170504T161659,2.45,347773,1649616,2.46,7415,1590749
20170504T161659,2.45,357773,1659616,2.46,7415,1590749
20170504T161703,2.45,357773,1914818,2.46,6290,1842118
20170504T161724,2.45,357773,1914818,2.46,4290,1840118
20170504T161752,2.45,349873,1906918,2.46,4290,1840118
20170504T161859,2.45,349873,1883218,2.46,4190,1812198
20170504T161900,2.45,351311,1884656,2.46,4190,1812198
20170504T161943,2.45,351311,1884656,2.46,22875,1826943
20170504T161943,2.45,341311,1874656,2.46,22875,1826943
20170504T161943,2.45,301766,1835111,2.46,22875,1826943
20170504T161945,2.45,301766,1835111,2.46,4190,1808258
20170504T161945,2.45,339801,1873146,2.46,4190,1808258
20170504T161954,2.45,339801,1863146,2.46,12971,1841911
20170504T162000,2.45,301766,1825111,2.46,12971,1841911
20170504T162000,2.45,260435,1783780,2.46,12971,1815039
20170504T162000,2.45,258997,1715417,2.46,12971,1815039
20170504T162000,2.45,258997,1715417,2.46,4190,1806258
20170504T162016,2.46,4190,1740417,2.46,4190,1745488
20170504T162017,2.46,6190,1741855,2.46,6190,1747488
20170504T162030,2.46,12280,1578849,2.46,12280,1650573
20170504T162048,2.47,27532,1604549,2.47,27532,1650573
20170504T162100,2.47,27811,1604828,2.47,27811,1657212
20170504T162103,2.46,32936,1604828,2.46,32936,1657212
20170504T162119,2.47,52811,1629828,2.47,52811,1657212
20170504T162420,2.47,352811,1929828,2.47,352811,1648573
20170504T162522,2.46,25000,1577017,2.47,170970,1595198
20170504T162522,2.46,25000,1577017,2.47,145970,1570198
20170504T162522,2.46,25000,1577017,2.47,130155,1554383
20170504T173700,2.45,258997,1552017,2.47,130155,1554383
20170504T173700,2.45,208997,1502017,2.47,130155,1554383
20170504T173700,2.45,108997,1402017,2.47,130155,1554383
20170504T173700,2.45,108997,591932,2.47,120155,1544383
